test_donor,seed,scenario,protein,mask_seed,mask_source,n_masked_proteins
P2,43,random_30,CD3-2,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD138-1,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD269,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD117,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD123,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD4-2,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD14,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD45RO,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,TIGIT,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD31,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD146,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD324,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,IgM,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD196,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD95,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,HLA-DR,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD1c,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD141,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CX3CR1,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD66a/c/e,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD235ab,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD268,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD42b,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD54,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,Rag-IgG2c,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD192,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD267,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD62E,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD41,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD163,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD357,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD59,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD303,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD49b,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD61,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD81,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD55,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD18,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD45-2,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD15,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD22,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD71,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD115,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD1a,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD207,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD38-2,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD72,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD235a,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD49a,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD79a,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD9,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,TCR-V-2,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD305,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD133-2,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD110,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD253,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD11a/CD18,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD307e,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_30,CD45RB,332433,legacy_v33_deterministic_feature_mask,67
P2,43,random_50,CD80,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD86,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD273,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,Galectin-9,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD252,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD155,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD47,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD48,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD154,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD56-1,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD45-1,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD90,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD45RA,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD105,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD4-2,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD14,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD56-2,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD279,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,TIGIT,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,Rat-IgG2b,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD20,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD335,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD294,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD44-2,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,Podoplanin,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD140a,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,Cadherin,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD195,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD185,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD103,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD69,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD152,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD27,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,HLA-DR,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD1c,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD11b-2,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD1d,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD314,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD66b,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD35,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD57,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD272,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD278,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD275-2,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD178,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CX3CR1,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD24,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD79b,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD235ab,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,Siglec-8,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD206,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD370,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,Integrin-7,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD62P,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,TCR-2,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,Notch-2,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD68,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,Rat-IgG1-1,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,Rag-IgG2c,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD267,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD135,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD41,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD43,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD163,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD83,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD59,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD309,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD124,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD13,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD2,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD29,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD303,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD49b,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD61,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD55,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD18,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,TSLPR,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD38-1,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD45-2,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD15,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD22,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD71,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,B7-H4,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD204,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD207,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD63,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD304,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD85g,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD38-2,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD243,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,C5L2,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD49a,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD49d,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD73,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD79a,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,TCR-V-9,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD354,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD202b,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,LOX-1,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD203c,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD209,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD186,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD109,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD126,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD307d,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD307e,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD319,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD99,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD16,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD161,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,GP130,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_50,CD45RB,332435,legacy_v33_deterministic_feature_mask,112
P2,43,random_70,CD80,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD86,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD275-1,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD155,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD112,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD70,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD30,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD40,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD154,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD52,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD4-1,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD8,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD56-1,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD45-1,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD19,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD11c,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD138-1,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD269,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD90,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD117,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD45RA,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD201,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD194,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD4-2,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD56-2,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD25,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD45RO,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD279,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD20,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD335,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD294,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD31,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD133-1,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD140a,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD140b,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,Cadherin,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD340,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD146,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,TCR-1,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD195,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD185,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD103,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD69,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD152,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD223,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD27,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD95,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD134,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD1c,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD64,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD141,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD1d,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD66b,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD35,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD366,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD278,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD275-2,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD39,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CX3CR1,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD79b,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD66a/c/e,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD244,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,Siglec-8,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD169,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,Notch-1,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD42b,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD54,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD62P,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD119,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,TCR-2,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,Notch-2,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD68,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,Rat-IgG1-1,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,Rat-IgG1-2,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD106,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD135,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD41,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD137,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD163,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD83,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD357,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD59,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD124,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD29,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD303,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD61,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD81,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD98,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD177,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD55,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD18,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD28,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD38-1,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD127,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD45-2,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD15,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD71,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD26-1,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD115,332437,legacy_v33_deterministic_feature_mask,157
P2,43,random_70,CD204,332437,legacy_v33_deterministic_feature_mask,157
