test_donor,seed,scenario,n_masked_proteins,mask_seed,mask_source,masked_proteins
P7,43,random_50,112,337435,legacy_v33_deterministic_feature_mask,CD80|CD11b-1|Galectin-9|CD270|CD252|CD155|CD3-1|CD4-1|CD8|CD45-1|CD19|CD11c|CD138-1|CD269|CD123|CD44-1|CD8a|CD45RO|CD279|CD20|CD294|CD44-2|CD133-1|CD140a|CD140b|CD340|CD146|CD324|IgM|CD195|CD185|CD103|CD69|CD152|CD223|CD107a|CD95|HLA-DR|CD1c|CD141|CD66b|CD35|CD57|CD366|CD272|CD39|CD178|CX3CR1|CD370|XCR1|Notch-1|Integrin-7|CD268|CD119|CD68|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD135|CD163|CD83|CD59|CD124|CD184|CD2|CD49b|CD61|CD177|IgD|CD28|TSLPR|CD38-1|CD45-2|CD71|CD115|CD301|CD207|CD63|CD284|CD304|CD85g|CD38-2|Folate|TIM-4|CD171|CD325|CD200|CD338|CD235a|CD49d|CD73|CD79a|CD9|TCR-V-2|TCR-V-9|CD305|CD226|CD205|CD109|CD126|CD142|CD307c/FcRL3|CD319|CCR10|CD271|GP130|CD46|VEGFR-3|CLEC2
P7,43,random_70,157,337437,legacy_v33_deterministic_feature_mask,CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD155|CD47|CD30|CD48|CD40|CD52|CD3-1|CD8|CD56-1|CD19|CD11c|CD34|CD269|CD90|CD117|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD44-2|CD133-1|CD140a|CD140b|Cadherin|CD340|CD146|CD324|TCR-1|CD195|CD103|CD152|CD27|CD95|CD134|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CX3CR1|CD24|CD21|CD79b|CD244|CD235ab|CD206|CD169|XCR1|Notch-1|Integrin-7|CD42b|CD119|TCR-2|Notch-2|CD68|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD13|CD184|CD2|CD29|CD49b|CD61|CD81|CD98|CD177|IgD|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD207|CD63|CD284|CD304|CD172a|CD243|MERTK|Folate|TIM-4|CD171|CD93|CD200|CD338|CD49d|CD9|TCR-V-9|LOX-1|CD133-2|CD209|CD110|CD337|CD186|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD319|CD138-2|CD16|CD161|CCR10|CD271|CD45RB|CD46|VEGFR-3|CD26-2
P7,43,marker_memory,6,,legacy_v33_deterministic_feature_mask,CD45RA|CD45RO|CD27|CD95|CD28|CD127
P7,43,marker_tcell,15,,legacy_v33_deterministic_feature_mask,CD3-1|CD4-1|CD8|CD3-2|CD45RA|CD4-2|CD8a|CD45RO|TCR-1|CD27|TCR-2|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18
P7,43,rna_only,224,,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P7,43,random_size_matched_6,6,827431,random_feature_name_only_size_matched_to_targeted_mask,CD30|CD154|HLA-DR|CD28|CD63|CD319
P7,43,random_size_matched_15,15,827432,random_feature_name_only_size_matched_to_targeted_mask,CD86|CD117|CD44-1|CD279|CD44-2|CD133-1|CD69|CD66a/c/e|CD206|Rat-IgG1-1|CD43|Folate|CD325|CD354|CCR10
P8,41,full,0,,legacy_v33_deterministic_feature_mask,
P8,41,random_10,22,338411,legacy_v33_deterministic_feature_mask,CD274|CD3-2|CD269|CD117|CD201|CD4-2|CD279|CD44-2|IgM|CD196|CD54|CD62E|CD41|CD357|CD309|CD304|TCR-V-7.2|CD202b|CD203c|CD186|CD16|CD161
P8,41,random_30,67,338413,legacy_v33_deterministic_feature_mask,CD275-1|CD252|CD155|CD70|CD40|CD3-1|CD45-1|CD3-2|CD123|CD105|CD194|CD44-1|CD8a|CD25|CD45RO|CD279|Rat-IgG2b|CD294|CD146|CD196|CD185|CD69|CD223|CD64|CD141|CD35|CD39|CD79b|TCR-2|Rat-IgG1-1|CD102|CD122|CD267|CD62E|CD83|CD59|CD124|CD49b|CD177|CD55|IgD|CD45-2|CD115|CD144|CD301|CD63|CD36|CD38-2|Folate|CD200|CD338|CD235a|TCR-V-7.2|TCR-V-9|TCR-V-24-J-18|CD202b|CD133-2|CD209|CD337|CD226|CD109|CD164|CD142|CD307e|CD16|CD199|CD26-2
P8,41,random_50,112,338415,legacy_v33_deterministic_feature_mask,CD80|CD86|CD275-1|CD155|CD112|CD30|CD48|CD40|CD154|CD3-1|CD4-1|CD8|CD3-2|CD19|CD34|CD90|CD117|CD123|CD4-2|CD44-1|CD8a|CD45RO|CD279|TIGIT|CD140b|IgM|TCR-1|CD195|CD196|CD103|CD69|CD152|CD95|HLA-DR|CD1c|CD11b-2|CD314|CD66b|CD35|CD275-2|CD178|CD24|CD21|CD79b|Siglec-8|Integrin-7|CD268|CD42b|Notch-2|CD68|Rat-IgG1-1|Rag-IgG2c|CD192|CD102|CD106|CD267|CD41|CD43|CD59|CD309|CD184|CD2|CD61|CD98|CD28|TSLPR|CD38-1|CD127|CD15|CD22|CD71|B7-H4|CD26-1|CD204|CD301|CD207|CD304|CD38-2|TIM-4|CD325|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD305|LOX-1|CD133-2|CD209|CD337|CD186|CD205|CD109|CD164|CD142|CD307e|CD319|CLEC12A|CD16|CD161|CCR10|CD199|CD45RB|CD46|CLEC2|CD26-2
P8,41,random_70,157,338417,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD275-1|CD11b-1|Galectin-9|CD252|CD155|CD47|CD70|CD48|CD154|CD52|CD3-1|CD4-1|CD8|CD3-2|CD11c|CD34|CD138-1|CD90|CD45RA|CD123|CD201|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|CD20|CD335|CD294|CD31|CD44-2|CD133-1|CD140a|CD140b|Cadherin|CD340|CD146|IgM|CD195|CD196|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|CD1c|CD141|CD1d|CD314|CD66b|CD35|CD278|CD39|CD178|CX3CR1|CD24|CD21|CD66a/c/e|CD244|Siglec-8|CD169|XCR1|Integrin-7|CD62P|CD68|Rat-IgG1-1|CD192|CD102|CD122|CD62E|CD135|CD41|CD137|CD163|CD83|CD357|CD59|CD309|CD124|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD55|IgD|CD18|CD28|CD38-1|CD127|CD45-2|CD15|CD26-1|CD193|CD115|CD204|CD144|CD301|CD207|CD63|CD304|CD36|CD172a|CD85g|CD38-2|MERTK|Folate|TIM-4|CD171|CD325|CD200|CD338|CD235a|CD49a|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|CD202b|CD305|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD126|CD164|CD307d|CD138-2|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2
P8,41,marker_memory,6,,legacy_v33_deterministic_feature_mask,CD45RA|CD45RO|CD27|CD95|CD28|CD127
P8,41,marker_tcell,15,,legacy_v33_deterministic_feature_mask,CD3-1|CD4-1|CD8|CD3-2|CD45RA|CD4-2|CD8a|CD45RO|TCR-1|CD27|TCR-2|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18
P8,41,rna_only,224,,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P8,41,random_size_matched_6,6,828411,random_feature_name_only_size_matched_to_targeted_mask,CD138-1|CD314|CD178|CD267|CD45-2|CD26-1
P8,41,random_size_matched_15,15,828412,random_feature_name_only_size_matched_to_targeted_mask,CD80|Galectin-9|CD117|CD201|CD152|CD141|CD314|CD278|Rat-IgG1-2|CD98|CD18|CD71|TCR-V-24-J-18|CD133-2|CD99
P8,42,full,0,,legacy_v33_deterministic_feature_mask,
P8,42,random_10,22,338421,legacy_v33_deterministic_feature_mask,CD86|CD274|Galectin-9|CD30|CD45RO|CD279|CD140b|CD134|CD66b|CD57|CD278|CX3CR1|CD244|CD62P|CD41|CD55|CD45-2|CD72|CD133-2|CD11a/CD18|CD164|CD142
P8,42,random_30,67,338423,legacy_v33_deterministic_feature_mask,CD86|CD155|CD47|CD48|CD3-1|CD3-2|CD11c|CD269|CD4-2|CD56-2|CD25|CD279|CD20|CD44-2|CD140a|CD140b|IgM|TCR-1|CD103|CD152|CD27|CD134|CD35|CD57|CD272|CD278|CD66a/c/e|CD169|CD370|Integrin-7|CD268|CD42b|Rat-IgG1-1|Rag-IgG2c|CD267|CD43|CD13|CD2|CD29|CD303|IgD|CD18|CD38-1|CD127|CD1a|CD38-2|CD243|CD325|C5L2|CD235a|CD49a|TCR-V-7.2|TCR-V-2|CD354|CD202b|CD305|CD110|CD186|CD307c/FcRL3|CD307d|CD319|CLEC12A|CD16|CD161|CD199|CD46|CLEC2
P8,42,random_50,112,338425,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|Galectin-9|CD154|CD52|CD4-1|CD56-1|CD45-1|CD3-2|CD19|CD123|CD194|CD8a|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD31|Podoplanin|CD140a|CD340|CD324|CD103|CD69|CD107a|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD35|CD57|CD272|CD278|CD178|CX3CR1|CD24|CD79b|CD66a/c/e|CD235ab|XCR1|Integrin-7|CD42b|CD54|TCR-2|Notch-2|Rat-IgG1-2|CD192|CD106|CD122|CD62E|CD135|CD137|CD83|CD59|CD13|CD184|CD2|CD29|CD303|CD81|CD98|CD18|CD28|CD45-2|CD15|CD22|CD71|B7-H4|CD193|CD204|CD144|CD301|CD1a|CD284|CD304|CD36|CD85g|CD243|TIM-4|CD171|CD93|CD200|CD338|CD9|TCR-V-7.2|TCR-V-9|CD354|LOX-1|CD110|CD337|CD253|CD205|CD109|CD11a/CD18|CD164|CD307d|CD307e|CD138-2|CD99|CD161|CCR10|CD271|CD46|CD26-2
P8,42,random_70,157,338427,legacy_v33_deterministic_feature_mask,CD86|CD274|CD11b-1|CD270|CD47|CD70|CD30|CD40|CD154|CD52|CD3-1|CD4-1|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD117|CD45RA|CD105|CD201|CD194|CD4-2|CD44-1|CD56-2|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD133-1|CD340|CD324|TCR-1|CD196|CD103|CD69|CD223|CD27|CD107a|CD95|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD366|CD272|CD278|CD275-2|CD96|CD178|CD24|CD79b|CD244|CD206|CD169|Notch-1|Integrin-7|CD268|CD42b|CD54|CD119|TCR-2|CD68|Rat-IgG1-1|Rag-IgG2c|CD102|CD106|CD267|CD62E|CD135|CD41|CD137|CD43|CD357|CD124|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD45-2|CD15|CD22|B7-H4|CD115|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD200|CD338|CD235a|CD49a|CD49d|CD79a|CD9|TCR-V-7.2|TCR-V-24-J-18|CD354|CD202b|LOX-1|CD133-2|CD110|CD337|CD253|CD186|CD226|CD109|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD138-2|CD99|CLEC12A|CCR10|GP130|CD199|CD45RB|CLEC2|CD26-2
P8,42,marker_memory,6,,legacy_v33_deterministic_feature_mask,CD45RA|CD45RO|CD27|CD95|CD28|CD127
P8,42,marker_tcell,15,,legacy_v33_deterministic_feature_mask,CD3-1|CD4-1|CD8|CD3-2|CD45RA|CD4-2|CD8a|CD45RO|TCR-1|CD27|TCR-2|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18
P8,42,rna_only,224,,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P8,42,random_size_matched_6,6,828421,random_feature_name_only_size_matched_to_targeted_mask,CD30|HLA-DR|CD62P|CD59|TCR-V-7.2|TCR-V-2
P8,42,random_size_matched_15,15,828422,random_feature_name_only_size_matched_to_targeted_mask,CD138-1|TIGIT|CD196|CD69|CD1c|CD21|CD169|CD28|CD207|CD63|CD243|CD49d|CD202b|CD110|CD199
P8,43,full,0,,legacy_v33_deterministic_feature_mask,
P8,43,random_10,22,338431,legacy_v33_deterministic_feature_mask,CD252|CD112|CD52|CD34|CD138-1|CD269|CD44-1|CD294|CD196|CD24|CD206|CD102|CD83|CD81|CD98|CD55|CD15|CD172a|CD325|CD142|CD99|CD46
P8,43,random_30,67,338433,legacy_v33_deterministic_feature_mask,CD47|CD48|CD52|CD4-1|CD45-1|CD3-2|CD269|CD56-2|TIGIT|Rat-IgG2b|CD140b|CD340|TCR-1|CD195|CD103|CD223|CD95|CD64|CD1d|CD66b|CD366|CD24|CD244|CD268|CD42b|CD119|Notch-2|CD122|CD267|CD62E|CD309|CD124|CD13|CD184|CD29|CD49b|CD61|CD98|IgD|CD28|CD38-1|CD71|CD26-1|CD144|CD301|CD207|CD284|CD304|CD85g|CD38-2|Folate|CD93|CD235a|CD49a|CD79a|TCR-V-2|TCR-V-24-J-18|CD305|CD209|CD337|CD205|CD126|CD164|CD138-2|CD16|CD161|CD199
P8,43,random_50,112,338435,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD275-1|Galectin-9|CD30|CD48|CD40|CD154|CD8|CD56-1|CD45-1|CD3-2|CD11c|CD138-1|CD269|CD105|CD194|CD4-2|CD56-2|CD25|CD45RO|CD279|CD20|CD294|CD44-2|CD140a|CD140b|CD340|CD324|IgM|TCR-1|CD195|CD103|CD107a|CD95|CD134|HLA-DR|CD11b-2|CD141|CD314|CD57|CD275-2|CD178|CX3CR1|CD79b|CD235ab|Siglec-8|CD206|CD169|CD370|Notch-1|Integrin-7|CD62P|TCR-2|CD68|Rat-IgG1-2|CD192|CD106|CD122|CD62E|CD41|CD137|CD43|CD163|CD83|CD357|CD184|CD303|CD49b|CD98|CD177|CD18|CD127|CD15|CD26-1|CD193|CD204|CD144|CD301|CD1a|CD207|CD63|CD36|CD85g|CD171|CD325|CD235a|CD73|CD79a|CD9|TCR-V-7.2|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD110|CD186|CD226|CD126|CD164|CD307c/FcRL3|CD307e|CD319|CLEC12A|CD16|CD271|CD199|VEGFR-3|CLEC2
P8,43,random_70,157,338437,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|Galectin-9|CD112|CD47|CD70|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD201|CD4-2|CD44-1|CD56-2|CD25|TIGIT|Rat-IgG2b|CD335|CD294|CD31|CD133-1|CD140a|CD140b|Cadherin|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD223|CD27|CD107a|CD95|HLA-DR|CD11b-2|CD141|CD1d|CD314|CD66b|CD57|CD272|CD278|CD178|CX3CR1|CD24|CD21|CD79b|CD235ab|Siglec-8|CD206|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|Rat-IgG1-1|Rat-IgG1-2|CD192|CD122|CD41|CD163|CD83|CD357|CD124|CD13|CD184|CD29|CD303|CD49b|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD127|CD45-2|CD15|CD71|CD26-1|CD193|CD115|CD144|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|Folate|CD171|CD200|CD338|CD235a|CD49d|CD79a|CD9|TCR-V-9|TCR-V-24-J-18|LOX-1|CD203c|CD133-2|CD110|CD337|CD186|CD226|CD205|CD109|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P8,43,marker_memory,6,,legacy_v33_deterministic_feature_mask,CD45RA|CD45RO|CD27|CD95|CD28|CD127
P8,43,marker_tcell,15,,legacy_v33_deterministic_feature_mask,CD3-1|CD4-1|CD8|CD3-2|CD45RA|CD4-2|CD8a|CD45RO|TCR-1|CD27|TCR-2|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18
P8,43,rna_only,224,,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P8,43,random_size_matched_6,6,828431,random_feature_name_only_size_matched_to_targeted_mask,CD269|CD370|CD41|CD98|CD127|CD138-2
P8,43,random_size_matched_15,15,828432,random_feature_name_only_size_matched_to_targeted_mask,CD273|CD252|CD3-2|CD201|CD56-2|CD1d|CD35|XCR1|CD54|Notch-2|CD63|CD36|CD235a|TCR-V-2|CLEC2
